km_driven,owner,engine,max_power,seats,car_age,log_price,mileage_per_cc,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual
120000,3,1248.0,74.0,5,12,12.611541086966115,0.01834935897435897,True,False,False,True,False,True
59000,0,1198.0,82.0,5,8,13.180634172318978,0.015150250417362269,False,False,True,True,False,True
100000,2,1248.0,73.8,7,12,12.765691290604371,0.014583333333333334,True,False,False,True,False,True
50000,0,2359.0,165.0,5,17,12.031725210748633,0.0046629927935565915,False,False,True,True,False,False
45000,1,799.0,53.3,5,9,12.388398368982115,0.03150187734668335,False,False,True,True,False,True
80000,3,1248.0,73.9,5,15,12.301387370778713,0.01546474358974359,True,False,False,True,False,True
80000,3,1061.0,67.0,5,17,11.608244735642321,0.017813383600377,False,False,True,True,False,True
100000,0,1248.0,88.5,5,9,13.652992804936396,0.019471153846153846,True,False,False,True,False,True
24000,0,2393.0,147.8,8,7,14.540156890079597,0.00571667363142499,True,False,False,True,False,True
25000,0,1248.0,88.5,5,7,13.76421831620775,0.02011217948717949,True,False,False,True,False,True
68697,2,814.0,55.2,5,12,12.206077645517674,0.025921375921375923,False,False,True,True,False,True
30000,0,1248.0,74.0,5,8,13.399996629152975,0.020192307692307693,True,False,False,True,False,True
40000,1,1498.0,98.6,5,12,12.948012371209098,0.017222963951935916,True,False,False,True,False,True
29000,0,1172.0,65.0,5,15,11.918397239722838,0.014078498293515358,False,False,True,True,False,True
68000,1,936.0,57.6,5,12,12.07254696717504,0.02717948717948718,True,False,False,True,False,True
15000,0,1199.0,88.7,5,7,13.527829818844937,0.015095913261050876,False,False,True,True,False,False
70000,0,1248.0,73.94,5,11,12.959846800844963,0.01858974358974359,True,False,False,True,False,True
126000,2,1364.0,87.2,5,10,13.579789490265188,0.015711143695014664,True,False,False,True,False,True
300000,2,2494.0,102.0,7,14,13.629182184591333,0.005132317562149158,True,False,False,True,False,True
94000,1,1498.0,98.6,7,10,13.384729180332174,0.016355140186915886,True,False,False,True,False,True
129000,2,1364.0,87.2,5,10,13.567050480716235,0.015711143695014664,True,False,False,True,False,True
55000,1,1086.0,68.05,5,15,12.100717685412471,0.018241252302025782,False,False,True,True,False,True
40000,0,1498.0,98.96,5,6,13.676248490630767,0.015353805073431242,True,False,False,True,False,True
50000,0,1248.0,88.8,5,14,12.524530013005734,0.016923076923076923,True,False,False,True,False,True
25000,1,1197.0,81.83,5,8,13.353476685668044,0.015538847117794487,False,False,True,True,False,True
60000,1,1794.0,125.0,5,17,11.918397239722838,0.007469342251950947,False,False,True,True,False,True
25000,0,796.0,47.3,5,9,12.660331092405906,0.028567839195979897,False,False,True,True,False,True
70000,1,1396.0,70.0,5,14,12.149507585033072,0.016883954154727793,True,False,False,True,False,True
120000,0,1248.0,74.0,5,11,13.270785106659046,0.01875,True,False,False,True,False,True
35000,0,1248.0,88.5,5,7,13.623139877437296,0.019471153846153846,True,False,False,True,False,True
60000,1,2179.0,148.0,7,9,13.384729180332174,0.006470858191831115,True,False,False,True,False,True
62000,1,1343.0,90.0,5,21,10.819798284210286,0.00967982129560685,False,False,True,True,False,True
120000,1,1198.0,73.9,5,14,12.206077645517674,0.013564273789649415,False,False,True,True,False,True
120000,2,1405.0,70.0,7,12,11.813037464800539,0.01097508896797153,True,False,False,True,False,True
80000,0,1396.0,88.73,5,8,13.429849547739444,0.01614613180515759,True,False,False,True,False,True
80000,0,1396.0,88.73,5,8,13.415034483903348,0.01614613180515759,True,False,False,True,False,True
60000,0,1995.0,218.0,5,15,13.815511557963774,0.008385964912280702,True,False,False,True,False,False
80000,1,998.0,67.1,5,15,12.388398368982115,0.020961923847695393,False,False,True,True,False,True
147279,1,2200.0,139.01,7,11,13.22672519452875,0.007727272727272728,True,False,False,True,False,True
98000,0,1598.0,103.5,5,12,13.02805489573287,0.012828535669586983,True,False,False,True,False,True
25000,0,1248.0,74.02,5,7,13.527829818844937,0.022756410256410255,True,False,False,True,False,True
90000,0,1248.0,74.0,5,9,13.45883704259595,0.021306089743589742,True,False,False,True,False,False
22000,0,624.0,37.48,4,9,12.301387370778713,0.035096153846153846,False,False,True,True,False,False
120000,0,1396.0,69.0,5,11,11.982935344196433,0.01790830945558739,True,False,False,True,False,True
100000,1,1248.0,76.9,5,12,12.323860125621126,0.017708333333333333,True,False,False,True,False,True
120000,1,1396.0,69.0,5,17,11.849404844423074,0.013674785100286533,True,False,False,True,False,True
70000,1,1248.0,74.0,5,11,13.304686600863562,0.01875,True,False,False,True,False,True
24700,0,2179.0,140.0,7,10,13.815511557963774,0.0073428178063331805,True,False,False,True,False,True
100000,2,995.0,62.0,5,17,11.082157933374816,0.018090452261306532,False,False,True,True,False,True
10000,0,1197.0,81.8,5,6,13.122365377402328,0.017451963241436927,False,False,True,True,False,True
43526,0,2179.0,140.0,7,8,13.955273369904273,0.0073428178063331805,True,False,False,False,False,True
55885,0,1198.0,75.0,5,13,12.676079399771027,0.013564273789649415,False,False,True,False,False,True
16034,0,1498.0,98.96,5,6,13.76421831620775,0.014485981308411215,True,False,False,False,False,True
156040,0,1399.0,68.0,5,13,12.429220196836383,0.014295925661186561,True,False,False,False,False,True
93415,0,2499.0,141.0,7,21,12.899222326086994,0.005242096838735494,True,False,False,False,False,True
122000,1,1995.0,177.0,5,17,13.910821646859095,0.009263157894736843,True,False,False,True,False,False
20000,0,1248.0,74.0,5,8,13.304686600863562,0.021947115384615384,True,False,False,True,False,True
46000,0,1197.0,81.8,5,8,13.142166004700508,0.018379281537176273,False,False,True,True,False,True
50000,2,1598.0,103.2,5,9,12.886643575525625,0.009643304130162704,False,False,True,True,False,True
5000,0,998.0,67.05,5,7,13.058360179622305,0.02183366733466934,False,False,True,True,False,True
42000,0,796.0,47.3,5,8,12.429220196836383,0.031030150753768842,False,False,True,True,False,True
68519,0,995.0,62.1,5,14,11.775297421715827,0.016281407035175877,False,False,True,False,False,True
30000,0,1498.0,98.96,5,6,13.716795688777268,0.015353805073431242,True,False,False,True,False,True
85000,0,1399.0,68.0,5,14,11.982935344196433,0.014295925661186561,True,False,False,True,False,True
88000,0,1298.0,85.8,5,13,12.611541086966115,0.013482280431432974,False,False,True,True,False,True
100000,3,796.0,37.5,5,15,11.002116507732017,0.017587939698492462,False,False,True,True,False,True
100000,1,1197.0,85.8,5,11,12.899222326086994,0.01595655806182122,False,False,True,True,False,True
22966,0,1199.0,84.48,5,7,13.017005083966255,0.01988323603002502,False,False,True,False,False,True
80000,1,2523.0,62.1,7,11,13.049794835104816,0.006325802615933413,True,False,False,True,False,True
80000,1,1248.0,74.0,5,13,12.691583538230217,0.01834935897435897,True,False,False,True,False,True
70000,1,796.0,46.3,5,17,11.918397239722838,0.024748743718592963,False,False,True,True,False,True
2350,0,814.0,55.2,5,11,12.429220196836383,0.025921375921375923,False,False,True,True,False,True
50000,0,796.0,46.3,5,14,12.07254696717504,0.024748743718592963,False,False,True,True,False,True
58000,0,796.0,46.3,5,15,12.07254696717504,0.024748743718592963,False,False,True,True,False,True
80000,1,1497.0,100.0,5,19,11.918397239722838,0.011289245156980626,False,False,True,True,False,True
60000,0,1493.0,70.0,7,7,13.588611212476708,0.011051574012056262,True,False,False,True,False,True
35000,0,1197.0,81.86,5,6,13.592368256649284,0.015538847117794487,False,False,True,True,False,True
59872,0,2523.0,62.1,7,6,13.527829818844937,0.006325802615933413,True,False,False,True,False,True
140000,1,2179.0,115.0,5,14,12.899222326086994,0.006195502524093621,True,False,False,True,False,True
110000,0,796.0,46.3,5,13,11.982935344196433,0.024748743718592963,False,False,True,True,False,True
91182,0,2523.0,62.1,7,9,13.45883704259595,0.006325802615933413,True,False,False,True,False,True
60000,2,796.0,46.3,5,15,11.982935344196433,0.024748743718592963,False,False,True,True,False,True
100000,0,1396.0,88.76,5,13,12.899222326086994,0.015236389684813754,True,False,False,True,False,True
120000,0,1364.0,67.06,5,12,13.019224835777257,0.017294721407624634,True,False,False,True,False,True
80000,0,796.0,37.0,4,23,10.596659732783579,0.020226130653266332,False,False,True,True,False,True
70000,2,1248.0,88.8,5,13,12.611541086966115,0.016923076923076923,True,False,False,True,False,True
59500,1,998.0,67.04,5,8,12.95039048795861,0.02314629258517034,False,False,True,True,False,True
100000,1,796.0,,8,25,11.289794413577894,0.013693467336683418,False,False,False,True,False,True
45000,0,1248.0,88.5,5,9,13.76421831620775,0.019471153846153846,True,False,False,True,False,True
75500,1,1396.0,90.0,5,14,12.886643575525625,0.0164756446991404,True,False,False,True,False,True
46000,1,1248.0,88.5,5,9,13.76421831620775,0.019471153846153846,True,False,False,True,False,True
60000,0,796.0,47.3,5,12,12.506180941677357,0.028567839195979897,False,False,True,True,False,True
60000,1,1396.0,100.0,5,16,12.793862088206213,0.010744985673352435,False,False,True,True,False,False
152500,0,1248.0,75.0,5,17,12.367345048436391,0.014262820512820514,True,False,False,True,False,True
60000,1,2143.0,201.1,5,11,14.430696737594902,0.006066262249183388,True,False,False,True,False,False
69123,0,1956.0,170.0,5,8,14.316286451937186,0.00874233128834356,True,False,False,False,False,True
26000,0,1198.0,86.8,5,13,12.837347081942964,0.016193656093489148,False,False,True,True,False,True
77524,0,1498.0,89.84,5,8,13.681980308196241,0.015153538050734312,True,False,False,False,False,True
40523,1,1197.0,82.85,5,11,13.038981768465277,0.015455304928989139,False,False,True,False,False,True
39000,0,1248.0,74.0,5,7,13.534474352733596,0.022756410256410255,True,False,False,False,False,True
7800,-1,1798.0,187.74,5,6,15.643762824245542,0.008487208008898777,False,False,True,False,False,False
11500,-1,1798.0,187.74,5,6,15.59435380409245,0.008487208008898777,False,False,True,False,False,False
23600,-1,1798.0,187.74,5,6,15.690845104081916,0.008487208008898777,False,False,True,False,False,False
220000,1,2982.0,171.0,7,15,13.864301674514206,0.0038564721663313212,True,False,False,True,False,True
120000,1,2179.0,140.0,7,10,13.864301674514206,0.006929784304726939,True,False,False,True,False,True
25000,0,1197.0,83.1,5,7,13.592368256649284,0.017878028404344194,False,False,True,True,False,False
31000,1,1248.0,74.0,5,10,13.304686600863562,0.020192307692307693,True,False,False,True,False,True
42000,0,1197.0,83.1,5,8,13.180634172318978,0.017878028404344194,False,False,True,True,False,True
80000,0,1197.0,83.14,5,10,13.017005083966255,0.017418546365914788,False,False,True,True,False,True
60000,0,998.0,67.1,5,14,12.367345048436391,0.020961923847695393,False,False,True,True,False,True
240000,0,1248.0,74.0,5,12,13.217675375388819,0.01875,True,False,False,True,False,True
35000,1,1598.0,103.5,5,12,12.886643575525625,0.008948685857321653,False,False,True,True,False,False
120000,0,1948.0,68.0,9,17,11.918397239722838,0.006262833675564681,True,False,False,True,False,True
120000,1,1498.0,103.2,5,10,13.151924121391561,0.013578104138851802,True,False,False,True,False,True
60000,1,1995.0,52.0,5,17,11.711784520403112,0.006416040100250627,True,False,False,True,False,True
35000,2,1086.0,68.05,5,16,11.982935344196433,0.018241252302025782,False,False,True,True,False,True
120000,1,796.0,46.3,5,18,11.608244735642321,0.024748743718592963,False,False,True,True,False,True
70000,0,1248.0,74.0,5,11,12.793862088206213,0.020192307692307693,True,False,False,True,False,True
90000,2,1493.0,110.0,5,14,12.468440756144114,0.010850636302746148,True,False,False,True,False,True
60000,1,796.0,46.3,5,18,11.759793355371237,0.024748743718592963,False,False,True,True,False,True
80000,1,1582.0,126.2,5,10,13.304686600863562,0.015107458912768646,True,False,False,True,False,True
151000,1,2982.0,171.0,7,15,13.592368256649284,0.0038564721663313212,True,False,False,True,False,True
25000,0,1248.0,74.02,5,6,13.42246945133505,0.022756410256410255,True,False,False,True,False,True
50000,0,1586.0,104.68,5,15,12.611541086966115,0.009457755359394703,False,False,True,True,False,True
80000,0,796.0,37.0,4,16,11.736077016252437,0.020226130653266332,False,False,True,True,False,True
25000,0,1197.0,82.0,5,8,13.217675375388819,0.015789473684210527,False,False,True,True,False,True
80000,2,796.0,46.3,5,18,11.918397239722838,0.024748743718592963,False,False,True,True,False,True
80000,0,2179.0,120.0,7,8,13.700100828786772,0.007067462138595686,True,False,False,True,False,True
70000,0,2494.0,100.6,7,10,13.864301674514206,0.00520850040096231,True,False,False,True,False,True
15000,0,998.0,100.5,5,7,13.527829818844937,0.02114228456913828,False,False,True,True,False,True
27500,0,1197.0,82.9,5,13,12.847929163278053,0.015455304928989139,False,False,True,True,False,True
110000,1,2494.0,100.6,8,12,13.592368256649284,0.00520850040096231,True,False,False,True,False,True
120000,0,1390.0,75.0,5,15,12.206077645517674,0.011294964028776978,False,False,True,True,False,True
70000,0,1248.0,88.5,5,9,13.45883704259595,0.02250801282051282,True,False,False,True,False,True
290000,0,2446.0,75.0,10,23,12.345834587905333,0.0053556827473426,True,False,False,True,False,True
74000,1,2354.0,177.6,5,15,12.611541086966115,0.005437553101104504,False,False,True,True,False,True
120000,0,1498.0,98.6,7,10,13.415034483903348,0.016154873164218958,True,False,False,True,False,True
140000,0,1497.0,78.0,5,18,12.25486757159303,0.011823647294589177,False,False,True,True,False,True
40000,0,1197.0,81.8,5,8,12.821260987319457,0.017451963241436927,False,False,True,True,False,True
20000,0,1197.0,83.1,5,6,13.304686600863562,0.017878028404344194,False,False,True,True,False,False
15000,0,1248.0,88.5,5,5,13.60479076121576,0.019471153846153846,True,False,False,True,False,True
16000,0,1199.0,84.0,5,6,12.754196944209095,0.01988323603002502,False,False,True,True,False,True
130000,0,1343.0,90.0,5,20,10.915106645867503,0.00967982129560685,False,False,True,True,False,True
118000,1,2179.0,138.03,7,13,12.429220196836383,0.006392840752638825,True,False,False,True,False,True
44000,1,1298.0,88.2,5,19,11.695255355062795,0.012403697996918338,False,False,True,True,False,True
50000,1,1248.0,88.8,7,12,13.304686600863562,0.016642628205128206,True,False,False,True,False,True
60000,0,1196.0,73.0,5,9,12.706850963741102,0.012851170568561871,False,False,True,True,False,True
147000,1,1197.0,81.83,5,11,12.899222326086994,0.015538847117794487,False,False,True,True,False,True
40000,1,1405.0,62.0,5,21,11.51293546492023,0.01195729537366548,True,False,False,True,False,True
100000,2,1197.0,85.8,5,11,13.017005083966255,0.01595655806182122,False,False,True,True,False,True
55000,0,1248.0,88.5,7,8,13.592368256649284,0.019647435897435898,True,False,False,True,False,True
40000,1,793.0,47.0,5,10,12.73670383776449,0.0348297604035309,True,False,False,True,False,True
64000,2,1248.0,73.9,5,15,12.323860125621126,0.016907051282051284,True,False,False,True,False,True
100000,1,993.0,60.0,5,23,10.915106645867503,0.01742195367573011,False,False,True,True,False,True
50000,0,1248.0,88.5,7,9,13.710151153416941,0.019647435897435898,True,False,False,True,False,True
30000,0,1984.0,181.0,5,11,14.731801689838349,0.0045362903225806455,True,False,False,True,False,False
30000,0,998.0,67.04,5,7,13.049794835104816,0.020551102204408818,False,False,True,True,False,True
150000,0,993.0,60.0,5,21,11.156264806643742,0.01742195367573011,False,False,True,True,False,True
24177,0,1193.0,88.7,5,9,12.899222326086994,0.014727577535624476,False,False,True,True,False,True
80000,0,1405.0,70.0,5,13,12.128116509451258,0.011459074733096087,True,False,False,True,False,True
150000,1,998.0,67.1,5,19,11.849404844423074,0.018937875751503006,False,False,True,True,False,True
120000,1,1461.0,83.8,7,10,12.936036208848487,0.014401095140314853,True,False,False,True,False,True
121779,0,2179.0,120.0,8,13,13.184400648021263,0.005530059660394677,True,False,False,True,False,True
56000,0,1248.0,74.0,5,8,13.304686600863562,0.021947115384615384,True,False,False,True,False,True
100000,3,1586.0,104.68,5,17,11.918397239722838,0.009457755359394703,False,False,True,True,False,True
12000,0,1197.0,81.8,5,7,13.038981768465277,0.017042606516290727,False,False,True,True,False,True
15381,0,1248.0,88.5,5,8,13.592368256649284,0.019471153846153846,True,False,False,True,False,True
5000,0,2523.0,63.0,7,14,12.644330802262578,0.005390408244153785,True,False,False,True,False,True
40000,0,1461.0,108.5,5,11,13.07107218827772,0.013011635865845313,True,False,False,True,False,True
35000,1,998.0,58.16,5,9,12.644330802262578,0.026653306613226454,False,False,False,True,False,True
10000,0,998.0,67.05,5,7,12.765691290604371,0.02399799599198397,False,False,True,True,False,True
10000,0,2179.0,140.0,7,6,14.403297778421795,0.0073428178063331805,True,False,False,True,False,True
25000,0,1197.0,81.8,5,7,13.369225017834633,0.018379281537176273,False,False,True,True,False,False
50000,0,998.0,67.0,5,8,12.765691290604371,0.020551102204408818,False,False,True,True,False,False
30000,0,1198.0,108.5,5,7,13.304686600863562,0.014190317195325543,False,False,True,True,False,True
23000,0,1582.0,126.2,5,10,13.26212705890841,0.015107458912768646,True,False,False,True,False,True
15000,0,2498.0,105.0,6,6,13.78916760931819,0.006625300240192154,True,False,False,True,False,True
5000,1,998.0,67.0,5,7,13.005831808336863,0.020551102204408818,False,False,True,True,False,False
15000,1,1248.0,88.76,7,10,13.270785106659046,0.016642628205128206,True,False,False,True,False,True
20000,0,1396.0,88.7,5,5,13.864301674514206,0.015830945558739255,True,False,False,True,False,True
50000,0,1498.0,98.59,5,10,13.304686600863562,0.01520026702269693,True,False,False,True,False,True
40000,1,1196.0,86.8,5,8,12.821260987319457,0.015183946488294315,False,False,True,True,False,True
70000,2,1061.0,64.0,5,18,11.918397239722838,0.01715362865221489,False,False,True,True,False,True
15000,0,998.0,67.04,5,8,13.087774003025942,0.02314629258517034,False,False,True,True,False,True
10000,0,1197.0,82.0,5,9,13.060490101343552,0.015789473684210527,False,False,True,True,False,True
25000,0,1248.0,88.5,5,7,13.76421831620775,0.019471153846153846,True,False,False,True,False,True
50000,2,1591.0,121.3,5,12,13.017005083966255,0.010691389063482088,False,False,True,True,False,True
70000,0,1496.0,88.7,5,14,12.75130259456002,0.011764705882352943,False,False,True,True,False,True
5000,0,1197.0,81.8,5,5,13.304686600863562,0.017451963241436927,False,False,True,True,False,False
60000,0,998.0,66.1,5,16,12.611541086966115,0.01903807615230461,False,False,True,True,False,True
74800,1,998.0,67.1,5,18,11.982935344196433,0.01823647294589178,False,False,True,True,False,True
80000,1,796.0,37.0,4,21,11.695255355062795,0.020226130653266332,False,False,True,True,False,True
270000,0,1196.0,61.7,5,13,12.301387370778713,0.01834448160535117,False,False,False,True,False,True
120000,0,998.0,68.05,5,7,12.73670383776449,0.020340681362725453,False,False,True,True,False,True
120000,1,1497.0,78.0,5,18,11.835016210489899,0.011823647294589177,False,False,True,True,False,True
80000,2,1298.0,85.8,5,15,12.35017731849889,0.013482280431432974,False,False,True,True,False,True
120000,1,2179.0,140.0,7,12,13.592368256649284,0.006929784304726939,True,False,False,True,False,True
20000,0,1197.0,108.6,5,6,13.774689605110144,0.014202172096908938,False,False,True,True,False,True
70000,1,1061.0,67.0,5,16,11.695255355062795,0.017813383600377,False,False,True,True,False,True
40000,0,998.0,67.1,5,13,12.506180941677357,0.018937875751503006,False,False,True,True,False,True
100000,1,1197.0,85.8,5,14,12.206077645517674,0.017627401837928155,False,False,True,True,False,True
123000,0,1197.0,85.8,5,13,12.700771936142122,0.015538847117794487,False,False,True,True,False,True
77000,0,1582.0,126.32,5,13,12.976183182038383,0.014108723135271808,True,False,False,True,False,True
7000,0,999.0,75.0,5,6,13.244582780038517,0.0187987987987988,False,False,True,True,False,True
70000,0,1196.0,73.0,5,8,12.873904582205107,0.012851170568561871,False,False,True,True,False,True
30000,0,1498.0,99.0,5,8,13.304686600863562,0.017242990654205606,True,False,False,True,False,True
120000,2,1396.0,90.0,5,14,12.429220196836383,0.0164756446991404,True,False,False,True,False,True
70000,0,995.0,62.0,5,14,12.013706813470414,0.018090452261306532,False,False,True,True,False,True
105000,0,1497.0,118.0,5,14,12.95039048795861,0.011356045424181697,False,False,True,True,False,True
109322,1,1495.0,93.7,5,13,12.323860125621126,0.01094314381270903,False,False,True,True,False,True
120000,0,1461.0,84.8,5,12,12.765691290604371,0.014811772758384668,True,False,False,True,False,True
24000,0,1956.0,170.0,5,7,14.379118936321035,0.00874233128834356,True,False,False,True,False,True
70000,1,1248.0,74.0,5,10,13.304686600863562,0.021947115384615384,True,False,False,True,False,True
35000,0,1199.0,83.81,5,7,13.151924121391561,0.020016680567139282,False,False,True,True,False,True
80000,2,796.0,37.0,4,26,11.289794413577894,0.020226130653266332,False,False,True,True,False,True
70000,1,1248.0,88.5,5,8,13.592368256649284,0.01895032051282051,True,False,False,True,False,True
100000,3,2179.0,120.0,7,21,11.695255355062795,0.0048187241854061496,True,False,False,True,False,True
40000,0,998.0,67.04,5,8,13.07107218827772,0.020551102204408818,False,False,True,True,False,True
20000,0,998.0,67.0,5,10,12.899222326086994,0.020551102204408818,False,False,True,True,False,False
60000,0,1248.0,75.0,5,14,12.611541086966115,0.016266025641025642,True,False,False,True,False,True
475000,2,2179.0,115.0,5,14,12.899222326086994,0.006195502524093621,True,False,False,True,False,True
70000,1,1061.0,64.0,5,16,12.367345048436391,0.016305372290292178,False,False,True,True,False,True
40000,1,998.0,67.04,5,10,12.765691290604371,0.020551102204408818,False,False,True,True,False,True
34000,1,1248.0,74.02,5,8,13.345508528717259,0.022756410256410255,True,False,False,True,False,True
120000,0,2179.0,140.0,7,11,13.171155446333852,0.006929784304726939,True,False,False,True,False,True
10000,0,1199.0,84.0,5,7,13.217675375388819,0.01693077564637198,False,False,True,True,False,True
80000,1,2523.0,62.1,7,10,13.217675375388819,0.006325802615933413,True,False,False,True,False,True
100000,1,1497.0,78.0,5,19,12.206077645517674,0.011823647294589177,False,False,True,True,False,True
120000,0,2489.0,95.0,8,14,12.765691290604371,0.005222981116914423,True,False,False,True,False,True
100000,1,1497.0,78.0,5,19,12.301387370778713,0.011823647294589177,False,False,True,True,False,True
25000,0,1197.0,82.0,5,9,12.928781055513184,0.015789473684210527,False,False,True,True,False,True
52000,1,1061.0,67.0,5,16,11.744045122410057,0.017813383600377,False,False,True,True,False,True
63000,0,1248.0,74.0,5,12,12.971542813248437,0.01875,True,False,False,True,False,True
90000,1,998.0,66.1,5,16,11.775297421715827,0.01903807615230461,False,False,True,True,False,True
60000,0,1199.0,84.0,5,8,12.765691290604371,0.01988323603002502,False,False,True,True,False,True
35000,0,796.0,46.3,5,14,12.301387370778713,0.024748743718592963,False,False,True,True,False,True
80000,0,2523.0,63.0,7,14,12.847929163278053,0.005390408244153785,True,False,False,True,False,True
110000,1,1399.0,68.0,5,15,12.206077645517674,0.014295925661186561,True,False,False,True,False,True
61000,0,1248.0,74.0,5,8,13.3374763699232,0.021306089743589742,True,False,False,True,False,True
66000,0,796.0,37.0,8,12,11.918397239722838,0.018467336683417084,False,False,True,True,False,True
80000,0,1198.0,67.0,7,7,13.017005083966255,0.017212020033388984,False,False,True,True,False,True
27000,1,1582.0,126.2,5,8,13.955273369904273,0.012433628318584073,True,False,False,True,False,True
60000,0,1198.0,82.0,6,7,13.122365377402328,0.015150250417362269,False,False,True,True,False,True
139000,0,998.0,67.1,5,14,12.413090879946887,0.018937875751503006,False,False,True,True,False,True
60000,0,1196.0,61.7,5,8,12.899222326086994,0.01834448160535117,False,False,False,True,False,True
10000,1,796.0,37.0,4,17,11.082157933374816,0.020226130653266332,False,False,True,True,False,True
30000,0,1498.0,98.96,5,9,13.493928313146206,0.014485981308411215,True,False,False,True,False,True
125000,0,1582.0,126.32,5,11,13.508986756405742,0.014108723135271808,True,False,False,True,False,False
45000,0,1248.0,74.02,5,7,13.45883704259595,0.022756410256410255,True,False,False,True,False,True
30000,0,995.0,62.0,5,14,11.918397239722838,0.018090452261306532,False,False,True,True,False,True
80500,1,796.0,46.3,5,15,12.100717685412471,0.024748743718592963,False,False,True,True,False,True
200000,0,1364.0,67.04,5,11,12.92391243868049,0.017294721407624634,True,False,False,True,False,True
60000,0,2523.0,62.1,7,12,13.217675375388819,0.006325802615933413,True,False,False,True,False,True
18000,1,796.0,37.0,4,21,10.819798284210286,0.020226130653266332,False,False,True,True,False,True
110000,1,1527.0,58.0,5,19,11.289794413577894,0.013621480026195154,True,False,False,True,False,True
90000,1,796.0,46.3,5,20,11.608244735642321,0.024748743718592963,False,False,True,True,False,True
120000,1,1497.0,78.0,5,19,12.100717685412471,0.011823647294589177,False,False,True,True,False,True
120000,2,2967.0,241.4,7,16,13.840204146163925,0.0040680822379507925,True,False,False,True,False,False
40000,0,2179.0,153.86,7,8,14.077875591662238,0.008077099586966499,True,False,False,True,False,False
18000,0,1498.0,108.62,5,7,13.235693848424024,0.014459279038718291,True,False,False,True,False,True
70000,0,1248.0,88.5,5,8,13.384729180332174,0.019471153846153846,True,False,False,True,False,True
29000,0,2179.0,152.87,7,7,13.955273369904273,0.006929784304726939,True,False,False,True,False,True
65755,0,1197.0,83.1,5,9,13.081543466215237,0.017878028404344194,False,False,True,True,False,True
2600,0,1498.0,98.96,5,6,13.774689605110144,0.015353805073431242,True,False,False,True,False,True
46000,0,2179.0,140.0,7,8,13.864301674514206,0.0073428178063331805,True,False,False,True,False,False
15000,1,814.0,55.2,5,8,12.644330802262578,0.025921375921375923,False,False,True,True,False,True
60000,0,1248.0,74.0,5,11,13.122365377402328,0.01875,True,False,False,True,False,True
15500,0,998.0,67.1,5,8,12.765691290604371,0.02399799599198397,False,False,True,True,False,False
120000,0,1498.0,98.6,5,10,12.807655372286902,0.017222963951935916,True,False,False,True,False,True
120000,2,1998.0,68.0,5,17,12.013706813470414,0.007407407407407408,True,False,False,True,False,True
120000,2,2956.0,63.0,10,18,11.51293546492023,0.004939106901217862,True,False,False,True,False,True
80000,1,2523.0,63.0,7,18,12.388398368982115,0.005390408244153785,True,False,False,True,False,True
40000,0,1497.0,121.0,7,6,13.73755009757506,0.011556446225784904,True,False,False,True,False,True
15000,0,1196.0,86.8,5,7,13.28787951079572,0.015183946488294315,False,False,True,True,False,True
110000,1,2179.0,138.1,7,12,13.171155446333852,0.006287287746672785,True,False,False,True,False,True
80000,1,2494.0,100.6,8,11,13.487007879880162,0.00520850040096231,True,False,False,True,False,True
50000,0,1461.0,108.45,5,8,13.652992804936396,0.013415468856947298,True,False,False,True,False,False
110000,0,2179.0,120.0,8,15,13.102162710901053,0.005410738871041762,True,False,False,True,False,False
100000,0,1498.0,98.6,5,12,12.691583538230217,0.017222963951935916,True,False,False,True,False,True
20000,0,1582.0,126.2,5,6,13.997832948091215,0.01390644753476612,True,False,False,True,False,False
135000,0,2523.0,62.1,7,13,13.017005083966255,0.006325802615933413,True,False,False,True,False,True
50700,0,1405.0,69.01,5,11,12.611541086966115,0.013587188612099644,True,False,False,True,False,True
70000,1,1199.0,73.9,5,12,12.807655372286902,0.018407005838198497,True,False,False,True,False,True
120000,0,1796.0,178.0,5,18,13.122365377402328,0.006514476614699331,False,False,True,True,False,False
112000,1,2494.0,100.6,8,11,13.710151153416941,0.00520850040096231,True,False,False,True,False,True
35000,0,1186.0,73.97,5,7,13.45883704259595,0.02023608768971332,True,False,False,True,False,True
50000,0,1461.0,108.45,5,8,13.68767832281738,0.013415468856947298,True,False,False,True,False,True
121000,2,2494.0,100.6,7,11,13.45883704259595,0.00520850040096231,True,False,False,True,False,True
120000,1,2179.0,120.0,7,16,12.847929163278053,0.005530059660394677,True,False,False,True,False,True
90000,2,1794.0,125.0,5,19,11.918397239722838,0.007469342251950947,False,False,True,True,False,True
70000,1,998.0,67.1,5,11,12.367345048436391,0.026352705410821645,False,False,False,True,False,True
20000,0,999.0,67.0,5,7,12.676079399771027,0.023033033033033036,False,False,True,True,False,True
60000,0,1461.0,83.8,5,10,13.217675375388819,0.013997262149212868,True,False,False,True,False,True
40000,0,1995.0,190.0,5,9,14.978661680269907,0.009082706766917293,True,False,False,True,False,False
440000,1,2494.0,100.6,7,12,13.527829818844937,0.00520850040096231,True,False,False,True,False,True
60000,0,1493.0,100.0,7,8,13.377007146164305,0.012384460817146684,True,False,False,True,False,True
110000,0,998.0,67.04,5,10,12.611541086966115,0.020551102204408818,False,False,True,True,False,True
